Module,Module Number,Relationship,First Object Name,First Image Number,First Object Number,Second Object Name,Second Image Number,Second Object Number
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,8,1,IdentifyPrimaryObjects,8,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,8,2,IdentifyPrimaryObjects,8,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,9,1,IdentifyPrimaryObjects,9,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,9,2,IdentifyPrimaryObjects,9,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,11,1,IdentifyPrimaryObjects,11,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,11,2,IdentifyPrimaryObjects,11,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,12,1,IdentifyPrimaryObjects,12,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,12,2,IdentifyPrimaryObjects,12,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,13,1,IdentifyPrimaryObjects,13,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,13,2,IdentifyPrimaryObjects,13,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,13,3,IdentifyPrimaryObjects,13,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,13,4,IdentifyPrimaryObjects,13,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,15,1,IdentifyPrimaryObjects,15,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,15,2,IdentifyPrimaryObjects,15,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,16,1,IdentifyPrimaryObjects,16,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,16,2,IdentifyPrimaryObjects,16,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,16,4,IdentifyPrimaryObjects,16,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,16,6,IdentifyPrimaryObjects,16,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,17,1,IdentifyPrimaryObjects,17,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,17,2,IdentifyPrimaryObjects,17,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,17,2,IdentifyPrimaryObjects,17,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,17,3,IdentifyPrimaryObjects,17,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,17,3,IdentifyPrimaryObjects,17,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,17,4,IdentifyPrimaryObjects,17,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,17,5,IdentifyPrimaryObjects,17,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,17,6,IdentifyPrimaryObjects,17,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,17,6,IdentifyPrimaryObjects,17,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,17,7,IdentifyPrimaryObjects,17,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,18,1,IdentifyPrimaryObjects,18,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,18,2,IdentifyPrimaryObjects,18,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,18,2,IdentifyPrimaryObjects,18,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,18,3,IdentifyPrimaryObjects,18,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,18,3,IdentifyPrimaryObjects,18,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,18,4,IdentifyPrimaryObjects,18,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,18,5,IdentifyPrimaryObjects,18,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,18,6,IdentifyPrimaryObjects,18,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,18,7,IdentifyPrimaryObjects,18,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,18,8,IdentifyPrimaryObjects,18,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,19,1,IdentifyPrimaryObjects,19,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,19,2,IdentifyPrimaryObjects,19,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,19,3,IdentifyPrimaryObjects,19,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,19,4,IdentifyPrimaryObjects,19,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,19,5,IdentifyPrimaryObjects,19,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,19,6,IdentifyPrimaryObjects,19,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,19,7,IdentifyPrimaryObjects,19,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,19,8,IdentifyPrimaryObjects,19,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,2,IdentifyPrimaryObjects,20,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,2,IdentifyPrimaryObjects,20,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,3,IdentifyPrimaryObjects,20,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,3,IdentifyPrimaryObjects,20,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,4,IdentifyPrimaryObjects,20,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,4,IdentifyPrimaryObjects,20,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,5,IdentifyPrimaryObjects,20,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,5,IdentifyPrimaryObjects,20,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,6,IdentifyPrimaryObjects,20,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,6,IdentifyPrimaryObjects,20,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,7,IdentifyPrimaryObjects,20,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,8,IdentifyPrimaryObjects,20,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,8,IdentifyPrimaryObjects,20,9
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,9,IdentifyPrimaryObjects,20,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,1,IdentifyPrimaryObjects,21,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,2,IdentifyPrimaryObjects,21,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,2,IdentifyPrimaryObjects,21,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,2,IdentifyPrimaryObjects,21,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,2,IdentifyPrimaryObjects,21,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,3,IdentifyPrimaryObjects,21,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,3,IdentifyPrimaryObjects,21,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,4,IdentifyPrimaryObjects,21,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,4,IdentifyPrimaryObjects,21,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,5,IdentifyPrimaryObjects,21,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,6,IdentifyPrimaryObjects,21,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,6,IdentifyPrimaryObjects,21,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,7,IdentifyPrimaryObjects,21,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,7,IdentifyPrimaryObjects,21,9
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,8,IdentifyPrimaryObjects,21,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,8,IdentifyPrimaryObjects,21,9
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,9,IdentifyPrimaryObjects,21,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,9,IdentifyPrimaryObjects,21,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,22,1,IdentifyPrimaryObjects,22,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,22,2,IdentifyPrimaryObjects,22,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,22,3,IdentifyPrimaryObjects,22,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,22,4,IdentifyPrimaryObjects,22,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,22,5,IdentifyPrimaryObjects,22,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,22,6,IdentifyPrimaryObjects,22,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,22,8,IdentifyPrimaryObjects,22,11
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,22,11,IdentifyPrimaryObjects,22,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,23,1,IdentifyPrimaryObjects,23,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,23,2,IdentifyPrimaryObjects,23,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,23,3,IdentifyPrimaryObjects,23,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,23,4,IdentifyPrimaryObjects,23,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,23,5,IdentifyPrimaryObjects,23,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,23,6,IdentifyPrimaryObjects,23,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,23,7,IdentifyPrimaryObjects,23,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,23,8,IdentifyPrimaryObjects,23,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,23,9,IdentifyPrimaryObjects,23,13
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,23,11,IdentifyPrimaryObjects,23,13
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,23,13,IdentifyPrimaryObjects,23,9
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,23,13,IdentifyPrimaryObjects,23,11
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,1,IdentifyPrimaryObjects,24,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,2,IdentifyPrimaryObjects,24,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,2,IdentifyPrimaryObjects,24,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,3,IdentifyPrimaryObjects,24,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,4,IdentifyPrimaryObjects,24,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,4,IdentifyPrimaryObjects,24,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,4,IdentifyPrimaryObjects,24,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,5,IdentifyPrimaryObjects,24,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,6,IdentifyPrimaryObjects,24,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,6,IdentifyPrimaryObjects,24,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,7,IdentifyPrimaryObjects,24,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,8,IdentifyPrimaryObjects,24,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,9,IdentifyPrimaryObjects,24,10
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,9,IdentifyPrimaryObjects,24,14
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,10,IdentifyPrimaryObjects,24,9
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,10,IdentifyPrimaryObjects,24,14
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,11,IdentifyPrimaryObjects,24,12
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,11,IdentifyPrimaryObjects,24,14
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,12,IdentifyPrimaryObjects,24,11
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,14,IdentifyPrimaryObjects,24,9
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,14,IdentifyPrimaryObjects,24,10
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,24,14,IdentifyPrimaryObjects,24,11
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,1,IdentifyPrimaryObjects,25,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,2,IdentifyPrimaryObjects,25,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,2,IdentifyPrimaryObjects,25,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,3,IdentifyPrimaryObjects,25,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,3,IdentifyPrimaryObjects,25,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,4,IdentifyPrimaryObjects,25,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,4,IdentifyPrimaryObjects,25,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,5,IdentifyPrimaryObjects,25,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,5,IdentifyPrimaryObjects,25,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,6,IdentifyPrimaryObjects,25,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,7,IdentifyPrimaryObjects,25,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,8,IdentifyPrimaryObjects,25,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,9,IdentifyPrimaryObjects,25,10
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,10,IdentifyPrimaryObjects,25,9
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,11,IdentifyPrimaryObjects,25,14
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,25,14,IdentifyPrimaryObjects,25,11
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,1,IdentifyPrimaryObjects,26,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,2,IdentifyPrimaryObjects,26,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,2,IdentifyPrimaryObjects,26,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,3,IdentifyPrimaryObjects,26,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,3,IdentifyPrimaryObjects,26,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,3,IdentifyPrimaryObjects,26,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,4,IdentifyPrimaryObjects,26,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,4,IdentifyPrimaryObjects,26,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,5,IdentifyPrimaryObjects,26,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,6,IdentifyPrimaryObjects,26,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,6,IdentifyPrimaryObjects,26,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,6,IdentifyPrimaryObjects,26,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,6,IdentifyPrimaryObjects,26,9
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,7,IdentifyPrimaryObjects,26,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,7,IdentifyPrimaryObjects,26,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,7,IdentifyPrimaryObjects,26,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,8,IdentifyPrimaryObjects,26,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,9,IdentifyPrimaryObjects,26,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,10,IdentifyPrimaryObjects,26,12
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,11,IdentifyPrimaryObjects,26,12
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,11,IdentifyPrimaryObjects,26,17
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,12,IdentifyPrimaryObjects,26,10
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,12,IdentifyPrimaryObjects,26,11
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,12,IdentifyPrimaryObjects,26,13
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,13,IdentifyPrimaryObjects,26,12
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,13,IdentifyPrimaryObjects,26,14
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,13,IdentifyPrimaryObjects,26,15
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,14,IdentifyPrimaryObjects,26,13
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,14,IdentifyPrimaryObjects,26,17
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,15,IdentifyPrimaryObjects,26,13
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,17,IdentifyPrimaryObjects,26,11
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,26,17,IdentifyPrimaryObjects,26,14
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,1,IdentifyPrimaryObjects,27,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,2,IdentifyPrimaryObjects,27,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,3,IdentifyPrimaryObjects,27,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,3,IdentifyPrimaryObjects,27,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,4,IdentifyPrimaryObjects,27,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,5,IdentifyPrimaryObjects,27,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,5,IdentifyPrimaryObjects,27,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,6,IdentifyPrimaryObjects,27,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,6,IdentifyPrimaryObjects,27,9
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,7,IdentifyPrimaryObjects,27,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,8,IdentifyPrimaryObjects,27,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,9,IdentifyPrimaryObjects,27,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,9,IdentifyPrimaryObjects,27,10
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,10,IdentifyPrimaryObjects,27,9
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,10,IdentifyPrimaryObjects,27,11
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,11,IdentifyPrimaryObjects,27,10
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,11,IdentifyPrimaryObjects,27,12
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,11,IdentifyPrimaryObjects,27,13
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,12,IdentifyPrimaryObjects,27,11
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,12,IdentifyPrimaryObjects,27,17
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,13,IdentifyPrimaryObjects,27,11
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,13,IdentifyPrimaryObjects,27,14
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,13,IdentifyPrimaryObjects,27,16
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,14,IdentifyPrimaryObjects,27,13
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,14,IdentifyPrimaryObjects,27,17
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,16,IdentifyPrimaryObjects,27,13
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,17,IdentifyPrimaryObjects,27,12
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,27,17,IdentifyPrimaryObjects,27,14
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,1,IdentifyPrimaryObjects,28,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,2,IdentifyPrimaryObjects,28,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,2,IdentifyPrimaryObjects,28,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,2,IdentifyPrimaryObjects,28,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,3,IdentifyPrimaryObjects,28,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,3,IdentifyPrimaryObjects,28,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,4,IdentifyPrimaryObjects,28,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,4,IdentifyPrimaryObjects,28,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,4,IdentifyPrimaryObjects,28,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,5,IdentifyPrimaryObjects,28,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,5,IdentifyPrimaryObjects,28,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,5,IdentifyPrimaryObjects,28,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,6,IdentifyPrimaryObjects,28,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,6,IdentifyPrimaryObjects,28,11
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,7,IdentifyPrimaryObjects,28,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,7,IdentifyPrimaryObjects,28,9
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,8,IdentifyPrimaryObjects,28,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,28,8,IdentifyPrimaryObjects,28,5
